date,product with quantity,price
11-03-2015,Pampers Active Baby (XL) (16 Diapers),343.00
11-03-2015,Pampers Baby Fresh (64 Wipes),214.00
11-03-2015,Pampers Baby-Dry NB-S (11 Diapers),118.00
11-03-2015,Pampers Natural Clean (64 Wipes),214.00
11-03-2015,Pampers Pants (S) (20 Diapers),210.00
11-03-2015,Pampers Pants (S) (9 Diapers),97.00
11-03-2015,Pampers Pants (XL) (20 Diapers),343.00
11-03-2015,Pampers (L) (60 Diapers),635.00
11-03-2015,Pampers (M) (66 Diapers)    ,690.00
11-03-2015,Pampers Active Baby (S) (22 Diapers),290.00
11-03-2015,Pampers New Baby (S) (2 Diapers),20.58
11-03-2015,Pampers New Baby (S) (24 Diapers),265.00
11-03-2015,Pampers Pants (XL) (32 Diapers),510.00
11-03-2015,Johnsons Ear Buds (15 Sticks),19.00
11-03-2015,Johnsons Ear Buds (30 Sticks),34.00
11-03-2015,Johnsons Ear Buds (75 Sticks),68.00
11-03-2015,Biotique Bio Berry Sensitive Mommy & Baby Bubble Bath (120ml),94.00
11-03-2015,Biotique Bio Honey Cream Sensitive Mommy & Baby Body Wash (120ml),68.00
11-03-2015,Himalaya Gentle Baby Bath (100ml),68.00
11-03-2015,Himalaya Gentle Baby Bath (200ml),122.00
11-03-2015,Johnsons Baby Top to Toe Wash (500ml),269.00
11-03-2015,Johnsons Top to Toe Wash (100ml),68.00
11-03-2015,Johnsons Top to Toe Wash (200ml),127.00
11-03-2015,Johnsons Top to Toe Wash (50ml),39.00
11-03-2015,Libero Baby Wash Hair & Body (100ml),58.00
11-03-2015,Biotique Bio Almond Oil Nourishing Baby Soap (100g),53.00
11-03-2015,Himalaya Baby Extra Moisturizing Soap (75g),34.00
11-03-2015,Himalaya Baby Gentle Soap (125g),53.00
11-03-2015,Himalaya Baby Gentle Soap (75g),34.00
11-03-2015,Himalaya Baby Nourishing Soap (125g),53.00
11-03-2015,Himalaya Baby Nourishing Soap With Honey & Milk (75g),34.00
11-03-2015,Himalaya Baby Refreshing Soap (125g),53.00
11-03-2015,Himalaya Baby Refreshing Soap (75g),34.00
11-03-2015,"Himalaya Extra Moisturizing Baby Soap With Aloe , Olive & Milk (125g)",53.00
11-03-2015,Johnsons Baby Milk Soap (75g),39.00
11-03-2015,Johnsons Baby Soap (100g),48.00
11-03-2015,Johnsons Baby Soap (150g),66.00
11-03-2015,Johnsons Baby Soap (50g),23.00
11-03-2015,Johnsons Baby Soap (75g),39.00
11-03-2015,Johnsons Baby Soap Blossoms (75g),39.00
11-03-2015,Libero Baby Soap (50g),27.00
11-03-2015,Mysore Sandal Baby Soap (75g),29.00
11-03-2015,Biotique Bio Green Apple Baby Shampoo (210ml),142.00
11-03-2015,Himalaya Gentle Baby Shampoo (100ml),75.00
11-03-2015,Johnsons Baby No More Tears Shampoo (100ml),78.00
11-03-2015,Johnsons Baby No More Tears Shampoo (60ml),49.00
11-03-2015,Johnsons Baby No More Tears Shampoo (200ml),145.00
11-03-2015,Johnsons Baby No More Tears Shampoo (475ml),300.00
11-03-2015,Biotique Bio Almond Oil Baby Soft Massage Oil (120ml),88.00
11-03-2015,Himalaya Baby Massage Oil (100ml),88.00
11-03-2015,Himalaya Baby Massage Oil (200ml),161.00
11-03-2015,Himalaya Baby Massage Oil (300ml),210.00
11-03-2015,Johnsons Baby Oil with Vitamin E (500ml),313.00
11-03-2015,Johnsons Baby Hair Oil - Avocado & Pro Vitamin B5 (100ml),61.00
11-03-2015,Johnsons Baby Hair Oil - Avocado & Pro Vitamin B5 (200ml),107.00
11-03-2015,Johnsons Baby Hair Oil - Avocado & Pro-Vitamin B5 (60ml),39.00
11-03-2015,Johnsons Baby Hair Oil (100ml),61.00
11-03-2015,Johnsons Baby Hair Oil (200ml),131.00
11-03-2015,Johnsons Baby Natural Massage Oil (100ml),97.00
11-03-2015,Johnsons Baby Natural Massage Oil (50ml),57.00
11-03-2015,Johnsons Baby Oil with Vitamin E (100ml),88.00
11-03-2015,Johnsons Baby Oil with Vitamin E (50ml),47.00
11-03-2015,Johnsons Baby Oil with Vitamin E (200ml),140.00
11-03-2015,Biotique Bio Beal Baby Touch Healing Balm (50g),83.00
11-03-2015,Biotique Bio Morning Nectar Lotion New Born Baby (120ml),195.00
11-03-2015,Himalaya Baby Diaper Rash Cream (50g) ,83.00
11-03-2015,Himalaya Baby Lotion (400ml),210.00
11-03-2015,Johnsons Baby Bedtime Lotion (100ml),78.00
11-03-2015,Johnsons Baby Bedtime Lotion (200ml),112.00
11-03-2015,Johnsons Baby Cream (100g),122.00
11-03-2015,Johnsons Baby Cream (30g),39.00
11-03-2015,Johnsons Baby Cream (50g),63.00
11-03-2015,Johnsons Baby Lotion (100ml),78.00
11-03-2015,Johnsons Baby Lotion (200ml),137.00
11-03-2015,Johnsons Baby Lotion (500ml),313.00
11-03-2015,Johnsons Baby Lotion (50ml),41.00
11-03-2015,Johnsons Baby Milk Cream (100g),132.00
11-03-2015,Johnsons Baby Milk Cream (30g),44.00
11-03-2015,Johnsons Baby Milk Cream (50g),68.00
11-03-2015,Johnsons Baby Milk Lotion (100ml),85.00
11-03-2015,Johnsons Baby Milk Lotion (200ml),147.00
11-03-2015,Johnsons Baby Milk Lotion (50ml),46.00
11-03-2015,Libero Baby Lotion (100ml),83.00
11-03-2015,Himalaya Baby Powder (100g),47.00
11-03-2015,Himalaya Baby Powder (400g),122.00
11-03-2015,Himalaya Baby Powder (50g),26.00
11-03-2015,Johnsons Baby Bedtime Powder (200g),86.00
11-03-2015,Johnsons Baby Powder (100g),49.00
11-03-2015,Johnsons Baby Powder (200g),97.00
11-03-2015,Johnsons Baby Powder (400g),147.00
11-03-2015,Johnsons Baby Powder (50g),26.00
11-03-2015,Johnsons Baby Powder (700g),235.00
11-03-2015,Johnsons Baby Powder Blossoms (100g),49.00
11-03-2015,Johnsons Baby Powder Blossoms (200g),93.00
11-03-2015,Johnsons Baby Powder Blossoms (50g),26.00
11-03-2015,Libero Baby Powder (50g),28.00
