date,product with quantity,price
10-03-2015,Britannia Nutrichoice 5Grain 100g,Rs.25.00
10-03-2015,Britannia Nutrichoice Crackers Simply Lite 100g x 2,Rs.30.00
10-03-2015,Britannia Nutrichoice Digestive 75g x 2,Rs.30.00
10-03-2015,Britannia Nutrichoice essentials Oat Cookies 75g,Rs.30.00
10-03-2015,Britannia Time Pass 79g x 3,Rs.30.00
10-03-2015,Knorr Ready to Cook - Hyderabadi Briyani 44g,Rs.45.00
10-03-2015,Knorr Ready to Cook - Punjabi Chicken Curry Sauce 46g,Rs.40.00
10-03-2015,Knorr Ready to Cook - Punjabli Chana Masala Sauce 41g,Rs.40.00
10-03-2015,Knorr Soup Powder - Chinese Hot & Sour Chicken 43g,Rs.43.00
10-03-2015,Knorr Soup Powder - Chinese Hot & Sour Veg 43g,Rs.40.00
10-03-2015,Knorr Soup Powder - Chinese Sweet Corn Chicken 46g,Rs.45.00
10-03-2015,Knorr Soup Powder - Chinese Sweet Corn Veg 47g,Rs.45.00
10-03-2015,Knorr Soup Powder - Classic Chicken Delite 51g,Rs.45.00
10-03-2015,Knorr Soup Powder - Classic Creamy Mushroom 50g,Rs.45.00
10-03-2015,Knorr Soup Powder - Classic Mixed Vegetable 54g,Rs.45.00
10-03-2015,Knorr Soupy Noodles - Chinese Manchow 45g,Rs.45.00
10-03-2015,Knorr Soupy Noodles - Tomato Chatpata 55g,Rs.40.00
10-03-2015,Kurkure Green Chutney Rajastan Style 73g x 2,Rs.30.00
10-03-2015,Kurkure Hyderabadi Hungama 105.5g x 2,Rs.40.00
10-03-2015,Kurkure Masala Munch 115g x 2,Rs.40.00
10-03-2015,Laddu 500g,Rs.180.00
10-03-2015,Lay's American Style Cream and Onion 95g,Rs.35.00
10-03-2015,Lay's American Style Cream and Onion 55g x 2,Rs.40.00
10-03-2015,Lay's American Style Cream and Onion 39g x 2,Rs.30.00
10-03-2015,Lay's Classic Salted 39g x 2,Rs.30.00
10-03-2015,Lay's Magic Masala 55g x 2,Rs.40.00
10-03-2015,Lay's Magic Masala 79gm,Rs.30.00
10-03-2015,Lay's Spanish Tomato Tango 37gm X 2,Rs.30.00
10-03-2015,Lay's Spanish Tomato Tango 55g x 2,Rs.40.00
10-03-2015,Lion Kashmir Honey Bottle 100g,Rs.45.00
10-03-2015,Lion Kashmir Honey Bottle (Big) 1Kg,Rs.460.00
10-03-2015,Lotte Choco Pie 336g,Rs.120.00
10-03-2015,Lotte Choco Pie 168g,Rs.70.00
10-03-2015,Lotte Choco Pie 504gm,Rs.180.00
10-03-2015,Maggi Bhuna Masala - Gravy Mix 65g,Rs.25.00
10-03-2015,Maggi Bhuna Masala - Korma 65g,Rs.30.00
10-03-2015,Maggi Bhuna Masala - Makhni 65g,Rs.30.00
10-03-2015,Maggi Bhuna Masala - Vegetables and Dal 50g,Rs.23.00
10-03-2015,Maggi Coconut Milk Powder 25g,Rs.23.00
10-03-2015,Maggi Coconut Milk Powder 100g,Rs.85.00
