date,product with quantity,price
11-03-2015,Colgate Gentle Soft Kids Tooth Brush (1Piece),18.00
11-03-2015,Colgate New ZigZag Deep Cleanning Between Teeth (1 Piece),24.00
11-03-2015,Colgate Super Flexi Medium Tooth Brush (1Piece),16.00
11-03-2015,Colgate ZigZag Medium Tooth Brush (1Piece),24.00
11-03-2015,Oral B All Rounder 123 Clean Soft Tooth Brush (1 Piece),23.00
11-03-2015,Oral B All Rounder 5 Way Clean Medium Tooth Brush (2 Piece),81.00
11-03-2015,Oral B All Rounder 5 Way Clean Soft Tooth Brush (1 Piece),53.00
11-03-2015,Oral B All Rounder Classic Medium Tooth Brush (1 Piece),26.00
11-03-2015,Oral B All Rounder Classic Medium Tooth Brush (1Peice),29.00
11-03-2015,Oral B All Rounder Gum Protect Extra Soft Tooth Brush (1 Piece),31.00
11-03-2015,Oral B All Rounder Healthy Medium Tooth Brush (1 Piece),19.00
11-03-2015,Oral B All Rounder Sensitive Extra Soft Tooth Brush (1 Piece),39.00
11-03-2015,Oral B All Rounder Sensitive Extra Soft Tooth Brush (2 Piece),63.00
11-03-2015,Oral B All Rounder Superior Clean Tooth Brush - Medium (1Piece),29.00
11-03-2015,Oral B Cross Action Pro - Health 7 Benifits Soft Tooth Brush (1 Piece),67.00
11-03-2015,Oral B Pro - Health Clinical Tooth Brush - Soft (2 Piece),106.50
11-03-2015,Oral B Pro Health Superior Clean Soft Tooth Brush (1 Piece),94.00
11-03-2015,Oral B Superior Clean Soft Tooth Brush (1 Piece),63.00
11-03-2015,Oral B Fresh Clean 3 in 1 Medium Tooth Brush (1 Piece),20.00
11-03-2015,Oral B Fresh Clean Medium Tooth Brush (1 Piece),18.00
11-03-2015,Oral B Pro Health Sensitive Extra Soft Tooth Brush (1 Piece),79.00
11-03-2015,Oral B Shiny Clean Medium Tooth Brush (1 Piece),16.00
11-03-2015,Pepsodent Fighter Medium Tooth Brush (1Piece) - Buy 1 Get 1,17.00
11-03-2015,Pepsodent Fighter Soft Tooth Brush (1Piece) - Buy 1 Get 1,17.00
11-03-2015,Sensodyne Soft Brush (2+1),98.00
11-03-2015,Sensodyne Ultra Sensitive Extra Soft (1Piece) - Buy 1 Get 1,49.00
11-03-2015,Close Up Deep Action Lemon Mint Tooth Paste (150g),88.00
11-03-2015,Close Up Deep Action Red Hot Tooth Paste (150g),79.00
11-03-2015,Close Up Deep Action Red Hot Tooth Paste (80g),42.00
11-03-2015,Close Up Deep Action Red Hot Tooth Paste (40g),15.00
11-03-2015,Colgate Sensitive Pro-Relief Tooth Paste (70g),100.00
11-03-2015,Colgate Active Salt Healthy White Tooth Paste (100g),49.00
11-03-2015,Colgate Active Salt Healthy White Tooth Paste (200g),88.00
11-03-2015,Colgate Active Salt Tooth Paste (100g),45.00
11-03-2015,Colgate Active Salt Tooth Paste (200g),84.00
11-03-2015,Colgate Cibaca Tooth Paste (175g),41.00
11-03-2015,Colgate Cibaca Tooth Paste (80g),25.00
11-03-2015,Colgate Herbal Tooth Paste (100g),45.00
11-03-2015,Colgate Herbal Tooth Paste (200g),80.00
11-03-2015,Colgate Kids Barbie Strawberry Toothpaste (80g),76.00
